"ID","TIPO GEOMETRIA","AÑO","IMAGEN","CAUSA","AREA_Ha","OBSERVACION","LATITUD","LONGITUD","MUNICIPIO"
"7463","Polygon","2.020","T18PTQ_20200201T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","0,126512","Ninguna","8° 22' 43,726"" N","77° 14' 19,019"" W","ACANDÍ"
"4659","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,14072","Ninguna","8° 30' 47,551"" N","77° 19' 30,507"" W","ACANDÍ"
"7459","Polygon","2.020","T18PTQ_20200112T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,14125","Ninguna","8° 22' 30,966"" N","77° 13' 49,720"" W","ACANDÍ"
"9719","Polygon","2.021","T18PTQ_20201202T153619_TCI_10m.jp2 - T18PTQ_20210302T153619_TCI_10m.jp2","Cultivo","0,158066","Ninguna","8° 36' 11.256"" N","77° 20' 50.757"" W","ACANDÍ"
"7464","Polygon","2.020","T18PTQ_20200201T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","0,184549","Ninguna","8° 22' 22,008"" N","77° 14' 3,921"" W","ACANDÍ"
"7445","Polygon","2.020","T18PTQ_20200112T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,184854","Ninguna","8° 20' 7,286"" N","77° 12' 42,121"" W","ACANDÍ"
"7440","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,185392","Ninguna","8° 23' 18,620"" N","77° 14' 40,196"" W","ACANDÍ"
"7484","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20200211T153611_TCI_10m.jp2","Cultivo","0,200436","Ninguna","8° 27' 50,102"" N","77° 21' 38,627"" W","ACANDÍ"
"7478","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,214739","Ninguna","8° 24' 2,397"" N","77° 9' 34,027"" W","ACANDÍ"
"4684","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,217124","Ninguna","8° 29' 1,740"" N","77° 22' 8,066"" W","ACANDÍ"
"4719","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Ganadería","0,234319","Ninguna","8° 28' 33,947"" N","77° 15' 13,315"" W","ACANDÍ"
"7461","Polygon","2.020","T18PTQ_20200112T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,264092","Ninguna","8° 22' 23,660"" N","77° 14' 3,844"" W","ACANDÍ"
"7419","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,269658","Ninguna","8° 31' 23,497"" N","77° 23' 35,401"" W","ACANDÍ"
"4658","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,279392","Ninguna","8° 30' 55,153"" N","77° 19' 39,360"" W","ACANDÍ"
"4726","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Ganadería","0,284863","Ninguna","8° 25' 48,509"" N","77° 11' 27,234"" W","ACANDÍ"
"7434","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,287808","Ninguna","8° 28' 48,205"" N","77° 15' 53,533"" W","ACANDÍ"
"7462","Polygon","2.020","T18PTQ_20200201T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","0,293221","Ninguna","8° 22' 26,779"" N","77° 14' 7,513"" W","ACANDÍ"
"4729","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Ganadería","0,295419","Ninguna","8° 26' 28,363"" N","77° 13' 1,112"" W","ACANDÍ"
"4739","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,30872","Ninguna","8° 23' 32,584"" N","77° 11' 50,315"" W","ACANDÍ"
"4744","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,313635","Ninguna","8° 23' 15,517"" N","77° 12' 28,232"" W","ACANDÍ"
"7397","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,353495","Ninguna","8° 20' 26,869"" N","77° 6' 22,847"" W","ACANDÍ"
"4670","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,355098","Ninguna","8° 30' 24,966"" N","77° 21' 58,005"" W","ACANDÍ"
"4664","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,36828","Ninguna","8° 30' 30,398"" N","77° 21' 20,163"" W","ACANDÍ"
"7420","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,370806","Ninguna","8° 33' 1,024"" N","77° 23' 6,129"" W","ACANDÍ"
"4671","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,370937","Ninguna","8° 30' 27,559"" N","77° 22' 0,577"" W","ACANDÍ"
"4717","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20180721T153621_TCI.jp2","Cultivo","0,378119","Ninguna","8° 29' 24,905"" N","77° 15' 21,400"" W","ACANDÍ"
"7429","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,403927","Ninguna","8° 28' 14,778"" N","77° 14' 58,785"" W","ACANDÍ"
"4728","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Ganadería","0,406125","Ninguna","8° 26' 25,763"" N","77° 12' 12,191"" W","ACANDÍ"
"7423","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,411715","Ninguna","8° 38' 24,167"" N","77° 21' 11,517"" W","ACANDÍ"
"7469","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,417362","Ninguna","8° 22' 30,556"" N","77° 15' 14,070"" W","ACANDÍ"
"4711","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,434029","Ninguna","8° 21' 55,833"" N","77° 10' 32,016"" W","ACANDÍ"
"4677","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,437529","Ninguna","8° 29' 4,171"" N","77° 22' 4,908"" W","ACANDÍ"
"4743","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,438635","Ninguna","8° 23' 12,679"" N","77° 12' 26,643"" W","ACANDÍ"
"7436","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,443494","Ninguna","8° 22' 54,461"" N","77° 15' 17,305"" W","ACANDÍ"
"4683","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,458311","Ninguna","8° 29' 2,880"" N","77° 21' 37,548"" W","ACANDÍ"
"392","Polygon","2.014","NA","Cultivo","0,38689","Ninguna","5° 25' 52,063"" N","77° 4' 27,587"" W","ALTO BAUDÓ"
"7460","Polygon","2.020","T18PTQ_20200112T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,474321","Ninguna","8° 22' 45,070"" N","77° 14' 20,236"" W","ACANDÍ"
"7485","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20200211T153611_TCI_10m.jp2","Cultivo","0,494177","Ninguna","8° 28' 0,644"" N","77° 22' 12,387"" W","ACANDÍ"
"4682","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,511362","Ninguna","8° 28' 9,765"" N","77° 22' 7,374"" W","ACANDÍ"
"4663","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,529571","Ninguna","8° 30' 50,475"" N","77° 20' 51,131"" W","ACANDÍ"
"7399","Polygon","2.020","T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,533384","Ninguna","8° 20' 43,132"" N","77° 11' 9,081"" W","ACANDÍ"
"4689","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,537067","Ninguna","8° 29' 5,590"" N","77° 21' 12,180"" W","ACANDÍ"
"7418","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,548552","Ninguna","8° 32' 43,731"" N","77° 23' 15,443"" W","ACANDÍ"
"9397","Polygon","2.021","T18PTQ_20201202T153619_TCI_10m.jp2 - T18PTQ_20210302T153619_TCI_10m.jp2","Cultivo","0,555732","Ninguna","8° 25' 14.283"" N","77° 11' 55.609"" W","ACANDÍ"
"7453","Polygon","2.020","T18PTQ_20200322T153621_TCI_10m.jp2 - T18PTQ_20200211T153611_TCI_10m.jp2","Cultivo","0,561421","Ninguna","8° 18' 34,682"" N","77° 12' 35,985"" W","ACANDÍ"
"9399","Polygon","2.021","T18PTQ_20201202T153619_TCI_10m.jp2 - T18PTQ_20210131T153619_TCI_10m.jp2","Cultivo","0,57334","Ninguna","8° 20' 33.992"" N","77° 10' 47.168"" W","ACANDÍ"
"7407","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20190716T153621_TCI_10m.jp2","Cultivo","0,591211","Ninguna","8° 23' 2,999"" N","77° 8' 42,245"" W","ACANDÍ"
"7466","Polygon","2.020","T18PTQ_20200112T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,600571","Ninguna","8° 22' 25,582"" N","77° 15' 29,824"" W","ACANDÍ"
"4633","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,607728","Ninguna","8° 32' 0,029"" N","77° 21' 27,163"" W","ACANDÍ"
"7465","Polygon","2.020","T18PTQ_20200112T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,615267","Ninguna","8° 22' 29,950"" N","77° 15' 28,236"" W","ACANDÍ"
"4724","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20180721T153621_TCI.jp2","Ganadería","0,622985","Ninguna","8° 27' 20,053"" N","77° 14' 20,390"" W","ACANDÍ"
"4625","Polygon","2.019","T18PTQ_20190313T153619_TCI.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,62891","Ninguna","8° 24' 34,394"" N","77° 11' 16,548"" W","ACANDÍ"
"4740","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,632184","Ninguna","8° 23' 14,854"" N","77° 12' 3,106"" W","ACANDÍ"
"7467","Polygon","2.020","T18PTQ_20200201T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","0,638962","Ninguna","8° 22' 33,960"" N","77° 15' 22,261"" W","ACANDÍ"
"7412","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,65393","Ninguna","8° 32' 6,571"" N","77° 21' 51,360"" W","ACANDÍ"
"4674","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,659051","Ninguna","8° 29' 41,926"" N","77° 21' 31,682"" W","ACANDÍ"
"7454","Polygon","2.020","T18PTQ_20200201T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","0,659906","Ninguna","8° 19' 33,983"" N","77° 12' 59,155"" W","ACANDÍ"
"4688","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,666138","Ninguna","8° 28' 44,273"" N","77° 20' 38,752"" W","ACANDÍ"
"9720","Polygon","2.021","T18PTQ_20201202T153619_TCI_10m.jp2 - T18PTQ_20210302T153619_TCI_10m.jp2","Cultivo","0,68688","Ninguna","8° 36' 11.256"" N","77° 20' 50.757"" W","ACANDÍ"
"7480","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20200206T153619_TCI_10m.jp2","Cultivo","0,700689","Ninguna","8° 25' 47,356"" N","77° 11' 2,073"" W","ACANDÍ"
"4647","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,712367","Ninguna","8° 35' 58,986"" N","77° 23' 32,406"" W","ACANDÍ"
"7452","Polygon","2.020","T18PTQ_20200206T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,712591","Ninguna","8° 18' 33,601"" N","77° 11' 55,208"" W","ACANDÍ"
"4742","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,718327","Ninguna","8° 22' 45,565"" N","77° 12' 6,402"" W","ACANDÍ"
"7446","Polygon","2.020","T18PTQ_20200112T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,727194","Ninguna","8° 20' 4,295"" N","77° 12' 29,141"" W","ACANDÍ"
"4653","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,736011","Ninguna","8° 31' 33,011"" N","77° 16' 33,817"" W","ACANDÍ"
"7431","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,738834","Ninguna","8° 27' 52,958"" N","77° 15' 0,248"" W","ACANDÍ"
"7481","Polygon","2.020","T18PTQ_20200201T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","0,745087","Ninguna","8° 27' 48,504"" N","77° 14' 49,392"" W","ACANDÍ"
"2949","Polygon","2.019","LC08_L1TP_010054_20190302_B26.tif - LC08_L1TP_010054_20181110_B27.tif","Cultivo","0,750688","Ninguna","8° 18' 14,768"" N","77° 13' 37,974"" W","ACANDÍ"
"4657","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,75164","Ninguna","8° 30' 55,526"" N","77° 19' 46,024"" W","ACANDÍ"
"4745","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,752144","Ninguna","8° 23' 13,872"" N","77° 12' 13,601"" W","ACANDÍ"
"4640","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,755672","Ninguna","8° 35' 40,290"" N","77° 20' 41,642"" W","ACANDÍ"
"9402","Polygon","2.021","T18PTQ_2020ACAN.tif - T18PTQ_20210302T153619_TCI_10m.jp2","Cultivo","0,760045","Ninguna","8° 18' 21.430"" N","77° 13' 47.789"" W","ACANDÍ"
"7468","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,770688","Ninguna","8° 22' 32,912"" N","77° 15' 18,356"" W","ACANDÍ"
"4660","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,782386","Ninguna","8° 30' 35,489"" N","77° 20' 0,427"" W","ACANDÍ"
"4691","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,785911","Ninguna","8° 27' 59,634"" N","77° 20' 55,658"" W","ACANDÍ"
"4652","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,786239","Ninguna","8° 31' 35,947"" N","77° 16' 28,646"" W","ACANDÍ"
"4672","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,788427","Ninguna","8° 30' 28,182"" N","77° 21' 55,188"" W","ACANDÍ"
"4707","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,794902","Ninguna","8° 23' 14,162"" N","77° 8' 45,578"" W","ACANDÍ"
"7470","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,803502","Ninguna","8° 22' 42,700"" N","77° 15' 13,451"" W","ACANDÍ"
"4718","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Ganadería","0,805067","Ninguna","8° 28' 49,121"" N","77° 15' 51,711"" W","ACANDÍ"
"4741","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,821154","Ninguna","8° 22' 42,589"" N","77° 11' 57,830"" W","ACANDÍ"
"4692","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,826156","Ninguna","8° 27' 32,121"" N","77° 21' 47,368"" W","ACANDÍ"
"4669","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,828417","Ninguna","8° 30' 29,726"" N","77° 21' 51,192"" W","ACANDÍ"
"7471","Polygon","2.020","T18PTQ_20200201T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","0,830412","Ninguna","8° 24' 38,183"" N","77° 18' 29,228"" W","ACANDÍ"
"4727","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Ganadería","0,832537","Ninguna","8° 26' 25,989"" N","77° 12' 16,671"" W","ACANDÍ"
"9396","Polygon","2.021","T18PTQ_20210121T153619_TCI_10m.jp2 - T18PTQ_20210302T153619_TCI_10m.jp2","Cultivo","0,848184","Ninguna","8° 19' 59.125"" N","77° 8' 24.772"" W","ACANDÍ"
"4705","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,851344","Ninguna","8° 24' 7,783"" N","77° 10' 54,999"" W","ACANDÍ"
"13","Polygon","2.018","LC08_L1TP_010054_20170224_B4B6.tif - LC08_L1TP_010054_20181110_B4B6.tif","Frontera Agropecuaria","0,852131","Vegetación Secundaria","8° 32' 45,005"" N","77° 17' 27,006"" W","ACANDÍ"
"4681","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Ganadería","0,852634","Ninguna","8° 28' 47,345"" N","77° 21' 45,566"" W","ACANDÍ"
"4650","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,858705","Ninguna","8° 33' 45,369"" N","77° 17' 14,005"" W","ACANDÍ"
"9408","Polygon","2.021","T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20210302T153619_TCI_10m.jp2","Cultivo","0,867627","Ninguna","8° 21' 22.224"" N","77° 14' 42.388"" W","ACANDÍ"
"7482","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20200211T153611_TCI_10m.jp2","Cultivo","0,872801","Ninguna","8° 27' 35,840"" N","77° 21' 18,333"" W","ACANDÍ"
"7441","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,87412","Ninguna","8° 23' 24,849"" N","77° 14' 35,565"" W","ACANDÍ"
"4643","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,889493","Ninguna","8° 37' 23,843"" N","77° 22' 8,783"" W","ACANDÍ"
"7405","Polygon","2.020","T18PTQ_20201202T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,90936","Ninguna","8° 23' 20,247"" N","77° 9' 18,895"" W","ACANDÍ"
"7411","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,915324","Ninguna","8° 32' 18,200"" N","77° 21' 8,389"" W","ACANDÍ"
"4623","Polygon","2.019","T18PTQ_20190313T153619_TCI.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,91966","Ninguna","8° 23' 31,166"" N","77° 9' 0,018"" W","ACANDÍ"
"4624","Polygon","2.019","T18PTQ_20190313T153619_TCI.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","0,926029","Ninguna","8° 23' 29,454"" N","77° 8' 54,343"" W","ACANDÍ"
"3421","Polygon","2.019","LC08_L1TP_010054_20190302_B26.tif - LC08_L1TP_010054_20181110_B27.tif","Cultivo","0,926525","Ninguna","8° 19' 30,360"" N","77° 13' 4,906"" W","ACANDÍ"
"7422","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,939014","Ninguna","8° 38' 0,254"" N","77° 21' 51,147"" W","ACANDÍ"
"4685","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,942328","Ninguna","8° 28' 20,406"" N","77° 21' 9,851"" W","ACANDÍ"
"3431","Polygon","2.019","LC08_L1TP_010054_20190302_B26.tif - LC08_L1TP_010054_20181110_B27.tif","Ganadería","0,942612","Ninguna","8° 24' 44,128"" N","77° 8' 51,884"" W","ACANDÍ"
"3414","Polygon","2.019","LC08_L1TP_010054_20190302_B26.tif - LC08_L1TP_010054_20181110_B27.tif","Cultivo","0,946637","Ninguna","8° 20' 13,148"" N","77° 12' 53,035"" W","ACANDÍ"
"4651","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,94805","Ninguna","8° 33' 53,270"" N","77° 17' 15,042"" W","ACANDÍ"
"7430","Polygon","2.020","T18PTQ_20200201T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","0,952508","Ninguna","8° 28' 12,315"" N","77° 15' 26,659"" W","ACANDÍ"
"7475","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20190815T153621_TCI_10m.jp2","Cultivo","0,952668","Ninguna","8° 26' 9,431"" N","77° 19' 10,621"" W","ACANDÍ"
"7458","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20190815T153621_TCI_10m.jp2","Cultivo","0,953743","Ninguna","8° 23' 27,855"" N","77° 12' 40,979"" W","ACANDÍ"
"7457","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20190815T153621_TCI_10m.jp2","Cultivo","0,957831","Ninguna","8° 23' 28,207"" N","77° 12' 36,841"" W","ACANDÍ"
"7439","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","0,961331","Ninguna","8° 22' 35,708"" N","77° 15' 18,927"" W","ACANDÍ"
"4696","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","0,965364","Ninguna","8° 27' 15,842"" N","77° 20' 21,622"" W","ACANDÍ"
"4617","Polygon","2.019","T18PTQ_20190313T153619_TCI.jp2 - T18PTQ_20181228T153611_TCI.jp2","Cultivo","0,971314","Ninguna","8° 25' 32,160"" N","77° 10' 30,380"" W","ACANDÍ"
"7486","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20200211T153611_TCI_10m.jp2","Cultivo","0,979388","Ninguna","8° 27' 44,843"" N","77° 22' 19,708"" W","ACANDÍ"
"7409","Polygon","2.020","T18PTQ_20201107T153621_TCI_10m.jp2 - T18PTQ_20200903T153619_TCI_10m.jp2 - T18PTQ_20191024T153621_TCI_10m.jp2","Cultivo","0,999778","Ninguna","8° 32' 27,329"" N","77° 21' 15,004"" W","ACANDÍ"
"4723","Polygon","2.019","T18PTQ_20190407T153621_TCI_10m.jp2 - T18PTQ_20180721T153621_TCI.jp2","Ganadería","1,003341","Ninguna","8° 27' 24,281"" N","77° 13' 59,912"" W","ACANDÍ"
"4642","Polygon","2.019","T18PTQ_20190527T153621_TCI_10m.jp2 - T18PTQ_20181014T153619_TCI.jp2","Cultivo","1,011343","Ninguna","8° 37' 28,117"" N","77° 22' 9,131"" W","ACANDÍ"
"9428","Polygon","2.021","T18PTQ_2020ACAN.tif - T18PTQ_20210903T153621_TCI_10m.jp2","Cultivo","1,022766","Ninguna","8° 18' 31.423"" N","77° 13' 51.863"" W","ACANDÍ"
"7490","Polygon","2.020","T18PTQ_20200211T153611_TCI_10m.jp2 - T18PTQ_20200112T153611_TCI_10m.jp2","Cultivo","1,030244","Ninguna","8° 31' 32,155"" N","77° 22' 36,721"" W","ACANDÍ"
"4620","Polygon","2.019","T18PTQ_20190313T153619_TCI.jp2 - T18PTQ_20181228T153611_TCI.jp2","Ganadería","1,030417","Ninguna","8° 23' 26,117"" N","77° 8' 50,467"" W","ACANDÍ"
